alpha,W1_U_s,W2_U_s,W3_U_s,T1_E2E_s,T2_E2E_s,T3_E2E_s,rho_U,rho_H,rho_U_reference_line
0.5158291457286432,0.19625807786374921,0.24439657890754427,0.56799215350154,0.3775278251732814,0.5876318916665583,1.2369436445133417,0.5909064021146455,0.1802025018388388,3.106916672099206
0.5203517587939699,0.20007427625291857,0.24972637920620536,0.5881052210753612,0.382504787841094,0.5952832205225058,1.261699769201736,0.596478070652133,0.1802025018388388,3.134157052078644
0.5248743718592965,0.20400289940063954,0.2552328882654291,0.609347571727453,0.3876162733711235,0.6031554543463467,1.2876735693830619,0.602155810087214,0.1802025018388388,3.1613974320580818
0.5293969849246231,0.20804840810593717,0.26092402498641376,0.6318084300366242,0.3928673796673592,0.6112577862492075,1.3149568180559854,0.6079426785237168,0.1802025018388388,3.188637812037519
0.5339195979899497,0.2122154866792925,0.26680815803219277,0.6555862980107915,0.39826345287384873,0.6195999085612549,1.3436506645626896,0.613841852762761,0.1802025018388388,3.215878192016957
0.5384422110552763,0.2165090565208044,0.27289413691336345,0.6807901703475067,0.4038101021643864,0.6281920463404771,1.3738668546955077,0.6198566341180847,0.1802025018388388,3.2431185719963946
0.542964824120603,0.22093429067076228,0.2791913256162121,0.7075409441229913,0.40951321557654485,0.6370449935677269,1.4057291455197947,0.6259904545766475,0.1802025018388388,3.2703589519758323
0.5474874371859296,0.22549662941305795,0.2857096390143094,0.7359730600349571,0.4153789769755104,0.646170152279164,1.43937495205844,0.6322468833286629,0.1802025018388388,3.2975993319552703
0.5520100502512563,0.2302017970194305,0.292459582330744,0.7662364206361378,0.4214138842411552,0.6555795749141431,1.4749572712967098,0.6386296336931698,0.1802025018388388,3.3248397119347075
0.5565326633165829,0.2350558197309032,0.2994522939474374,0.7984986414586398,0.4276247687805879,0.6652860101867565,1.5126469394310518,0.6451425704673778,0.1802025018388388,3.3520800919141456
0.5610552763819096,0.24006504508202312,0.30669959189087986,0.8329477041808359,0.43401881647816043,0.6753029528231042,1.5526352915390582,0.6517897177303502,0.1802025018388388,3.379320471893583
0.5655778894472362,0.2452361626837732,0.3142140243606401,0.8697950978791412,0.44060359020569934,0.685644697544442,1.5951373097405188,0.6585752671341365,0.1802025018388388,3.4065608518730213
0.5701005025125628,0.2505762265923953,0.3220089247087052,0.9092795560813266,0.447387054027678,0.6963263977192201,1.6403953675961302,0.6655035867182477,0.1802025018388388,3.433801231852459
0.5746231155778895,0.2560926794039965,0.33009847132477843,0.9516715253499888,0.4543775992493166,0.7073641291553683,1.6886837065049423,0.6725792302864275,0.1802025018388388,3.4610416118318965
0.5791457286432161,0.2617933782288395,0.33849775293584594,0.9972785376016624,0.4615840724703233,0.7187749595587631,1.7403138163412706,0.6798069473880132,0.1802025018388388,3.4882819918113346
0.5836683417085428,0.2676866227148446,0.34722283988854075,1.0464517062492904,0.4690158058233803,0.7305770242455618,1.7956409404571063,0.6871916939498625,0.1802025018388388,3.515522371790772
